 5.01103e-316 2.82682e-316 2.31092e-15 6.93479e-17 2.13152e-16 1.36602e-17 1.81703e-17 6.09166e-17 5.64881e-17 2.63369e-15 5.33275e-17 2.64927e-17 3.38981e-17 1.2081e-16 4.57448e-15 1.50399e-17 2.02787e-17 1.53261e-16 2.5364e-17 2.02925e-16 1.48047e-17 2.28715e-17 2.4448e-15 8.45463e-16 3.65597e-17 2.06444e-16 8.63002e-17 2.15435e-15 2.33874e-17 1.105e-16 3.26781e-17 2.92207e-15 6.58491e-17 6.71911e-16 4.07317e-17 2.15901e-17 1.18655e-16 1.62966e-16 6.3886e-17 7.79173e-17 5.25637e-17 1.86519e-15 4.24961e-17 2.4443e-17 4.49352e-17 1.63182e-17 2.11993e-17 8.99954e-17 6.26537e-16 9.89152e-17 4.53041e-15 1.19245e-16 8.53068e-16 1.40921e-15 1.7686e-16 8.03593e-17 1.13045e-15 1.4133e-16 9.83977e-16 9.88557e-17 1.38598e-17 1.46235e-17 7.98609e-16 1.85681e-16 1.08381e-15 2.89163e-17 4.05915e-16 3.46175e-16 1.11171e-16 1.20666e-16 5.09369e-18 2.58963e-17 2.31706e-17 3.14413e-17 8.02085e-17 9.07719e-18 1.56078e-16 1.81031e-17 1.3986e-16 7.40504e-16 3.28796e-17 1.0147e-16 2.80604e-16 7.25021e-17 1.8177e-17 4.8507e-18 4.95655e-17 9.82932e-18 2.98896e-18 2.96367e-18 2.61858e-18 1.66705e-17 1.29395e-17 1.48082e-17 2.53963e-18 1.10021e-18 9.17885e-18 1.13111e-16 6.15819e-18 1.0482e-18
 2.71946e-316 1.56716e-316 1.23725e-15 3.91339e-17 1.05659e-16 7.73858e-18 1.10296e-17 3.2809e-17 2.75459e-17 1.4253e-15 3.1165e-17 1.59005e-17 2.00231e-17 6.6615e-17 2.45051e-15 9.04175e-18 1.23578e-17 8.95215e-17 1.51297e-17 1.1863e-16 7.70921e-18 1.20844e-17 1.31931e-15 4.60659e-16 1.82629e-17 1.11816e-16 4.87783e-17 1.15436e-15 1.14393e-17 6.64219e-17 1.88126e-17 1.58178e-15 3.23956e-17 3.86913e-16 2.40565e-17 1.10138e-17 6.5312e-17 8.95736e-17 3.86246e-17 4.28128e-17 2.96739e-17 1.02264e-15 2.16086e-17 1.19054e-17 2.64869e-17 8.23939e-18 1.27851e-17 4.92421e-17 3.55104e-16 5.65268e-17 2.42742e-15 6.578e-17 4.71833e-16 7.61303e-16 1.02483e-16 4.3935e-17 6.21072e-16 6.97343e-17 5.38907e-16 5.41198e-17 8.16617e-18 8.68632e-18 4.48094e-16 1.07619e-16 5.9298e-16 1.41667e-17 2.28072e-16 2.01998e-16 6.08369e-17 6.51947e-17 2.81247e-18 1.57724e-17 1.29733e-17 1.91112e-17 4.8819e-17 4.46796e-18 9.34607e-17 1.01474e-17 7.60986e-17 3.97672e-16 1.71332e-17 5.52899e-17 1.56027e-16 3.9395e-17 1.00775e-17 2.5172e-18 2.79894e-17 5.89808e-18 1.65258e-18 1.80595e-18 1.36485e-18 9.31234e-18 7.31285e-18 8.11794e-18 1.29005e-18 6.70261e-19 5.01124e-18 6.23193e-17 3.35539e-18 5.99878e-19
 2.37501e-307 1.09909e-307 1.21865e-06 2.19751e-08 1.78202e-07 4.43382e-09 3.81433e-10 3.2199e-08 5.03702e-08 1.27738e-06 9.19535e-09 1.61333e-09 4.33107e-09 4.9594e-08 2.40239e-06 9.95804e-10 1.24436e-12 2.675e-08 2.58038e-09 3.8727e-08 9.73748e-09 1.37839e-08 1.21335e-06 3.87362e-07 2.95786e-08 9.94502e-08 2.67837e-08 1.12922e-06 2.06194e-08 6.02113e-09 7.67415e-09 1.41423e-06 5.67672e-08 1.5709e-07 5.2254e-09 1.58416e-08 4.9542e-08 6.89826e-08 2.55905e-09 3.30849e-08 1.6573e-08 8.0812e-07 3.16806e-08 2.18902e-08 6.13539e-09 1.25795e-08 1.09438e-09 3.97215e-08 1.87405e-07 2.62378e-08 2.37543e-06 4.87479e-08 3.39655e-07 6.93242e-07 3.67599e-08 3.57203e-08 4.80525e-07 1.20416e-07 4.30573e-07 4.34168e-08 1.91681e-09 1.76393e-09 2.71667e-07 3.84187e-08 4.78676e-07 2.53361e-08 1.35803e-07 6.18978e-08 4.90059e-08 5.93089e-08 2.1894e-09 3.58018e-11 8.08183e-09 4.51202e-10 3.00453e-10 7.80942e-09 1.10014e-08 6.23175e-09 6.48495e-08 3.81643e-07 2.15405e-08 4.64694e-08 1.05737e-07 3.40092e-08 7.06499e-09 3.253e-09 1.55696e-08 6.07762e-10 1.2684e-09 5.72904e-14 1.7131e-09 5.97054e-09 4.02135e-09 6.42349e-09 1.90269e-09 6.75398e-13 4.13209e-09 4.68011e-08 2.82118e-09 2.71781e-10
 3.23547e-307 5.56163e-309 4.48742e-06 6.34931e-08 1.80105e-05 1.33585e-06 1.09638e-06 6.21986e-06 4.09695e-06 2.25619e-06 4.02002e-07 5.40634e-07 3.87801e-07 1.25016e-09 8.57852e-06 1.08358e-06 9.26671e-07 1.13138e-06 1.98184e-06 1.79929e-05 1.47047e-06 2.31204e-06 2.69577e-06 3.3478e-07 3.2224e-06 1.63265e-07 9.20023e-08 3.97413e-06 1.76571e-06 2.3865e-06 1.22606e-07 2.44187e-06 5.26694e-06 2.55487e-06 4.63823e-07 2.05428e-06 3.8313e-09 9.67251e-09 4.22704e-06 5.19729e-09 4.99924e-08 2.33846e-07 4.0066e-06 1.73991e-06 4.75226e-07 1.50374e-06 1.46218e-06 1.7723e-08 8.48306e-07 2.42357e-07 8.38051e-06 8.16336e-10 1.09609e-09 1.41466e-06 9.17676e-07 1.83935e-08 7.83984e-08 1.15717e-05 1.58918e-07 1.74112e-08 1.44261e-07 1.18189e-06 3.7941e-07 9.73708e-07 2.16493e-07 2.22331e-06 2.30438e-07 2.44832e-06 2.12907e-08 1.20009e-07 5.16007e-07 1.06028e-06 8.09537e-09 1.81307e-06 3.08308e-06 7.29164e-07 2.92995e-06 7.48371e-09 6.66001e-08 1.17752e-06 3.2692e-06 3.98916e-08 2.11597e-08 4.07518e-08 3.65056e-10 4.79109e-07 4.84615e-08 1.98948e-07 3.02451e-07 1.31585e-07 2.6046e-07 3.92159e-09 1.36625e-08 1.91668e-09 2.38709e-07 4.64804e-08 2.68681e-09 2.14902e-09 2.43457e-09 2.81016e-09
 2.28485e-307 1.08739e-307 1.1546e-06 2.23864e-08 1.41967e-07 2.98127e-09 8.06504e-11 2.3503e-08 4.10574e-08 1.22486e-06 1.02952e-08 2.22469e-09 5.11211e-09 4.86909e-08 2.27749e-06 4.40012e-10 7.15037e-11 2.98885e-08 1.32698e-09 2.34589e-08 7.37626e-09 1.02841e-08 1.15965e-06 3.74451e-07 2.3363e-08 9.54538e-08 2.73676e-08 1.07081e-06 1.67203e-08 8.52947e-09 8.17533e-09 1.3565e-06 4.5649e-08 1.67464e-07 6.16309e-09 1.22484e-08 4.85235e-08 6.74337e-08 8.86827e-10 3.23278e-08 1.68955e-08 7.87383e-07 2.45732e-08 1.78836e-08 7.15446e-09 9.82623e-09 4.33411e-10 3.8601e-08 1.92524e-07 2.74383e-08 2.25245e-06 4.78883e-08 3.34912e-07 6.63398e-07 3.99176e-08 3.4678e-08 4.69458e-07 9.64656e-08 4.18937e-07 4.22216e-08 2.23002e-09 9.53659e-10 2.73937e-07 4.1749e-08 4.6513e-07 2.04935e-08 1.37265e-07 6.88817e-08 4.76319e-08 5.67627e-08 1.54455e-09 2.61385e-10 8.12022e-09 5.93566e-11 1.20031e-09 6.27565e-09 1.46647e-08 6.27315e-09 6.25821e-08 3.62785e-07 1.63057e-08 4.49235e-08 1.05077e-07 3.27662e-08 6.99013e-09 2.47278e-09 1.58812e-08 8.35048e-10 8.92916e-10 1.47542e-11 1.29646e-09 5.97629e-09 4.1082e-09 6.2576e-09 1.47733e-09 8.74591e-12 4.00433e-09 4.58976e-08 2.7272e-09 2.85191e-10
 4.82097e-307 6.75793e-309 5.17245e-06 2.19195e-08 1.42304e-05 1.01237e-06 7.9863e-07 4.782e-06 3.27358e-06 3.11476e-06 2.43979e-07 3.6474e-07 2.47576e-07 1.62448e-08 9.95333e-06 7.98786e-07 6.6294e-07 6.84699e-07 1.46957e-06 1.34824e-05 1.14121e-06 1.78692e-06 3.49871e-06 5.80297e-07 2.53689e-06 2.3013e-07 3.41127e-08 4.62551e-06 1.40696e-06 1.61762e-06 6.63601e-08 3.39271e-06 4.17934e-06 1.38647e-06 2.95959e-07 1.60453e-06 2.24515e-08 3.92849e-08 3.09792e-06 1.97768e-08 1.75829e-08 6.44193e-07 3.13285e-06 1.39199e-06 3.00751e-07 1.17877e-06 1.07463e-06 3.99406e-08 3.46796e-07 1.19146e-07 9.74893e-06 1.46127e-08 5.16871e-08 1.8774e-06 5.26734e-07 3.89849e-08 2.92016e-07 9.16593e-06 3.89951e-07 4.11394e-08 9.11313e-08 8.78664e-07 8.54529e-08 5.59871e-07 4.85011e-07 1.7693e-06 5.96962e-08 1.47297e-06 4.85445e-08 1.59624e-07 3.94024e-07 7.5306e-07 1.34465e-09 1.31678e-06 2.1805e-06 5.78409e-07 1.9627e-06 1.48537e-09 1.08713e-07 1.41117e-06 2.53667e-06 6.9314e-08 3.80325e-10 6.32211e-08 4.27432e-10 3.72209e-07 1.72707e-08 1.34129e-07 2.30864e-07 9.39584e-08 2.02084e-07 3.64135e-10 5.04416e-09 5.20143e-09 1.86718e-07 3.30811e-08 5.18093e-09 1.7947e-08 4.22227e-09 1.41284e-09
 5.53249e-307 4.12727e-308 4.97027e-06 2.76863e-09 9.64521e-06 6.54512e-07 4.92676e-07 3.14316e-06 2.24638e-06 3.40407e-06 1.17728e-07 2.04232e-07 1.28576e-07 3.70713e-08 9.61271e-06 4.99893e-07 4.00052e-07 3.28984e-07 9.26137e-07 8.60223e-06 7.58151e-07 1.18156e-06 3.66698e-06 7.27469e-07 1.71259e-06 2.54952e-07 5.5625e-09 4.47794e-06 9.6256e-07 9.1137e-07 2.66159e-08 3.72348e-06 2.84616e-06 5.58649e-07 1.53594e-07 1.07365e-06 4.40432e-08 6.98271e-08 1.92522e-06 3.4453e-08 2.38348e-09 1.00174e-06 2.09889e-06 9.56523e-07 1.54273e-07 7.91959e-07 6.70094e-07 5.70747e-08 7.57191e-08 3.99432e-08 9.43408e-06 3.48328e-08 1.77608e-07 1.99814e-06 2.33081e-07 5.41515e-08 5.05282e-07 6.2298e-06 5.78415e-07 6.00368e-08 4.6626e-08 5.55446e-07 6.14692e-11 2.4844e-07 6.91222e-07 1.20874e-06 1.20874e-09 7.01448e-07 6.97354e-08 1.70151e-07 2.56974e-07 4.50379e-07 8.68846e-11 8.0942e-07 1.29722e-06 3.9376e-07 1.0887e-06 1.06487e-11 1.31752e-07 1.3966e-06 1.68482e-06 8.70085e-08 2.3047e-08 7.43598e-08 2.63962e-09 2.47557e-07 2.45684e-09 7.50359e-08 1.50499e-07 5.65674e-08 1.34211e-07 3.12043e-10 8.10933e-10 8.04074e-09 1.25143e-07 1.98358e-08 6.87098e-09 3.79936e-08 5.29467e-09 4.94977e-10
 3.75398e-307 1.29722e-307 2.21925e-06 1.8015e-08 9.82123e-07 4.66569e-08 2.25726e-08 2.55961e-07 2.48393e-07 2.08334e-06 8.42353e-10 2.06833e-09 9.61669e-12 6.37179e-08 4.35167e-06 2.65321e-08 1.42482e-08 2.67087e-09 5.2594e-08 5.47197e-07 6.69398e-08 1.00724e-07 2.04081e-06 5.8421e-07 1.69632e-07 1.60713e-07 2.10526e-08 2.04037e-06 1.04341e-07 1.06338e-08 2.98367e-09 2.29989e-06 2.99245e-07 6.02189e-08 9.25102e-12 9.99107e-08 6.53061e-08 9.28153e-08 9.52575e-08 4.47217e-08 1.34505e-08 1.12525e-06 1.97047e-07 1.06719e-07 7.11823e-12 7.5855e-08 3.43108e-08 5.68153e-08 1.36337e-07 1.44092e-08 4.29392e-06 6.22333e-08 4.16254e-07 1.15236e-06 9.22333e-09 5.16138e-08 6.50578e-07 6.46396e-07 6.08251e-07 6.16594e-08 4.69255e-12 3.24679e-08 2.55079e-07 9.46115e-09 6.85308e-07 1.29806e-07 1.23638e-07 7.25119e-09 6.9968e-08 9.84747e-08 1.96759e-08 1.43249e-08 7.9401e-09 3.56791e-08 3.84744e-08 4.13012e-08 8.68532e-09 5.97927e-09 9.94484e-08 6.74624e-07 1.48507e-07 7.00403e-08 1.18607e-07 5.29971e-08 8.33412e-09 2.20441e-08 1.25419e-08 7.43582e-10 1.1483e-08 1.95763e-09 1.18227e-08 6.14561e-09 3.16976e-09 8.95972e-09 1.1782e-08 6.52262e-10 6.07933e-09 6.08545e-08 4.25426e-09 1.40669e-10
 1.77574e-308 1.6843e-307 1.44676e-06 1.7713e-07 1.75384e-05 1.41281e-06 1.24849e-06 6.39719e-06 3.8984e-06 2.57674e-07 6.14078e-07 7.02528e-07 5.49781e-07 3.3456e-08 2.68818e-06 1.20726e-06 1.0899e-06 1.73526e-06 2.18413e-06 1.94442e-05 1.48458e-06 2.35349e-06 4.73234e-07 9.39595e-11 3.16113e-06 1.56993e-08 2.41991e-07 1.22835e-06 1.6898e-06 3.0774e-06 2.18269e-07 2.6498e-07 5.08408e-06 4.53329e-06 6.58062e-07 2.04767e-06 2.371e-08 2.37838e-08 4.76027e-06 1.05023e-08 1.37394e-07 1.35647e-07 3.98491e-06 1.65126e-06 6.82685e-07 1.48804e-06 1.63815e-06 2.86417e-09 2.04519e-06 4.83616e-07 2.59635e-06 3.54874e-08 3.78316e-07 2.15201e-07 1.5142e-06 1.64591e-09 1.48115e-07 1.12109e-05 4.80755e-08 4.07073e-09 2.07803e-07 1.29624e-06 1.40816e-06 1.6029e-06 3.32587e-08 2.1334e-06 7.87392e-07 3.78675e-06 3.7907e-09 1.7981e-08 5.37826e-07 1.26302e-06 3.49742e-08 2.07568e-06 3.6998e-06 7.04315e-07 3.8516e-06 2.97089e-08 7.35545e-10 3.18314e-07 3.30191e-06 6.88973e-12 2.31408e-07 1.28924e-09 1.08717e-08 4.82729e-07 1.3176e-07 2.58814e-07 3.15472e-07 1.55278e-07 2.63104e-07 2.09582e-08 3.60671e-08 1.03122e-09 2.37247e-07 5.51666e-08 5.77993e-11 2.71083e-08 6.19367e-13 5.46615e-09
 1.33318e-307 7.37639e-308 6.16777e-07 1.75396e-08 1.6291e-08 1.87157e-11 1.35994e-09 3.82415e-10 6.32578e-09 7.01546e-07 1.19592e-08 4.82012e-09 7.13793e-09 3.17349e-08 1.22092e-06 7.21086e-10 2.25705e-09 3.4458e-08 8.85361e-10 2.95092e-09 3.51295e-10 3.3811e-10 6.51847e-07 2.24428e-07 2.36936e-09 5.4973e-08 2.17489e-08 5.74991e-07 2.41957e-09 1.97061e-08 7.81172e-09 7.78283e-07 5.94165e-09 1.60477e-07 8.58415e-09 8.76751e-10 3.12278e-08 4.29526e-08 3.90899e-09 2.05431e-08 1.32831e-08 4.92753e-07 1.8612e-09 2.83032e-09 9.59428e-09 8.37947e-10 1.16159e-09 2.38163e-08 1.5687e-07 2.42189e-08 1.20916e-06 3.13087e-08 2.23274e-07 3.75608e-07 4.12395e-08 2.12794e-08 2.9808e-07 1.19437e-08 2.60195e-07 2.61494e-08 2.96722e-09 4.30109e-10 2.04373e-07 4.32559e-08 2.86836e-07 2.87455e-09 1.036e-07 7.8227e-08 2.94168e-08 3.21609e-08 2.81983e-12 3.20541e-09 5.953e-09 2.55553e-09 1.04661e-08 8.09658e-10 2.91794e-08 4.6415e-09 3.71575e-08 1.97616e-07 7.64466e-10 2.69343e-08 7.29149e-08 1.92769e-08 4.74296e-09 1.27037e-10 1.25174e-08 1.79335e-09 1.2483e-12 3.39862e-10 6.04434e-11 4.30027e-09 3.26172e-09 3.91254e-09 1.13878e-10 1.32384e-10 2.43318e-09 2.9739e-08 1.63467e-09 2.5552e-10
